clock_source,vco_freq,div1,div2,clock_freq
pll,1380,4,6,57500
pll,1380,4,7,49286
pll,1380,5,2,138000
pll,1380,5,3,92000
pll,1380,5,4,69000
pll,1380,5,5,55200
pll,1380,5,6,46000
pll,1380,5,7,39428
pll,1380,6,2,115001
pll,1380,6,3,76667
pll,1380,6,4,57500
pll,1380,6,5,46000
pll,1380,6,6,38333
pll,1380,6,7,32857
pll,1380,7,2,98572
pll,1380,7,3,65715
pll,1380,7,4,49286
pll,1380,7,5,39429
pll,1380,7,6,32857
pll,1380,7,7,28163
pll,1390,2,5,138000
pll,1390,2,6,115000
pll,1390,2,7,98572
pll,1390,3,4,115000
pll,1390,3,5,92000
pll,1390,3,6,76667
pll,1390,3,7,65714
pll,1390,4,3,115000
pll,1390,4,4,86251
pll,1390,4,5,69000
pll,1390,4,6,57500
pll,1390,4,7,49286
pll,1390,5,2,138000
pll,1390,5,3,92000
pll,1390,5,4,69000
pll,1390,5,5,55200
pll,1390,5,6,46000
pll,1390,5,7,39428
pll,1390,6,2,115000
pll,1390,6,3,76666
pll,1390,6,4,57500
pll,1390,6,5,46000
pll,1390,6,6,38334
pll,1390,6,7,32857
pll,1390,7,2,98572
pll,1390,7,3,65715
pll,1390,7,4,49287
pll,1390,7,5,39429
pll,1390,7,6,32857
pll,1390,7,7,28163
pll,1400,2,5,139201
pll,1400,2,6,116000
pll,1400,2,7,99428
pll,1400,3,4,116000
pll,1400,3,5,92800
pll,1400,3,6,77334
pll,1400,3,7,66285
pll,1400,4,3,116000
pll,1400,4,4,87000
pll,1400,4,5,69600
pll,1400,4,6,58000
pll,1400,4,7,49715
pll,1400,5,2,139200
pll,1400,5,3,92800
pll,1400,5,4,69600
pll,1400,5,5,55680
pll,1400,5,6,46400
pll,1400,5,7,39772
pll,1400,6,2,116000
pll,1400,6,3,77334
pll,1400,6,4,58000
pll,1400,6,5,46400
pll,1400,6,6,38667
pll,1400,6,7,33143
pll,1400,7,2,99429
pll,1400,7,3,66286
pll,1400,7,4,49714
pll,1400,7,5,39771
pll,1400,7,6,33143
pll,1400,7,7,28408
pll,1410,2,5,140401
pll,1410,2,6,117000
pll,1410,2,7,100286
pll,1410,3,4,117001
pll,1410,3,5,93600
pll,1410,3,6,78000
pll,1410,3,7,66858
pll,1410,4,3,117000
pll,1410,4,4,87750
pll,1410,4,5,70200
pll,1410,4,6,58500
pll,1410,4,7,50142
pll,1410,5,2,140400
pll,1410,5,3,93600
pll,1410,5,4,70200
pll,1410,5,5,56160
pll,1410,5,6,46800
pll,1410,5,7,40115
pll,1410,6,2,117000
pll,1410,6,3,78000
pll,1410,6,4,58500
pll,1410,6,5,46800
pll,1410,6,6,39000
pll,1410,6,7,33428
pll,1410,7,2,100286
pll,1410,7,3,66857
pll,1410,7,4,50143
pll,1410,7,5,40114
pll,1410,7,6,33429
pll,1410,7,7,28653
pll,1420,2,5,141601
pll,1420,2,6,118000
pll,1420,2,7,101143
pll,1420,3,4,118001
pll,1420,3,5,94400
pll,1420,3,6,78667
pll,1420,3,7,67428
pll,1420,4,3,118000
pll,1420,4,4,88500
pll,1420,4,5,70800
pll,1420,4,6,59000
pll,1420,4,7,50572
pll,1420,5,2,141600
pll,1420,5,3,94400
pll,1420,5,4,70800
pll,1420,5,5,56640
pll,1420,5,6,47200
pll,1420,5,7,40458
pll,1420,6,2,118000
pll,1420,6,3,78666
pll,1420,6,4,59000
pll,1420,6,5,47200
pll,1420,6,6,39334
pll,1420,6,7,33714
pll,1420,7,2,101143
pll,1420,7,3,67428
pll,1420,7,4,50571
pll,1420,7,5,40457
pll,1420,7,6,33715
pll,1420,7,7,28898
pll,1430,2,5,142800
pll,1430,2,6,119000
pll,1430,2,7,102000
pll,1430,3,4,119000
pll,1430,3,5,95200
pll,1430,3,6,79333
pll,1430,3,7,68000
pll,1430,4,3,119000
pll,1430,4,4,89250
pll,1430,4,5,71400
pll,1430,4,6,59500
pll,1430,4,7,51000
pll,1430,5,2,142800
pll,1430,5,3,95200
pll,1430,5,4,71400
pll,1430,5,5,57120
pll,1430,5,6,47600
pll,1430,5,7,40800
pll,1430,6,2,119000
pll,1430,6,3,79333
pll,1430,6,4,59500
pll,1430,6,5,47600
pll,1430,6,6,39666
pll,1430,6,7,34000
pll,1430,7,2,102000
pll,1430,7,3,68001
pll,1430,7,4,51000
pll,1430,7,5,40800
pll,1430,7,6,34000
pll,1430,7,7,29143
pll,1440,2,5,144001
pll,1440,2,6,120000
pll,1440,2,7,102857
pll,1440,3,4,120000
pll,1440,3,5,96000
pll,1440,3,6,80001
pll,1440,3,7,68572
pll,1440,4,3,120000
pll,1440,4,4,90000
pll,1440,4,5,72000
pll,1440,4,6,60000
pll,1440,4,7,51428
pll,1440,5,2,144000
pll,1440,5,3,96000
pll,1440,5,4,72001
pll,1440,5,5,57600
pll,1440,5,6,48000
pll,1440,5,7,41143
pll,1440,6,2,120002
pll,1440,6,3,80000
pll,1440,6,4,60001
pll,1440,6,5,48001
pll,1440,6,6,40001
pll,1440,6,7,34286
pll,1440,7,2,102857
pll,1440,7,3,68571
pll,1440,7,4,51429
pll,1440,7,5,41143
pll,1440,7,6,34286
pll,1440,7,7,29388
pll,1450,2,5,144000
pll,1450,2,6,120000
pll,1450,2,7,102857
pll,1450,3,4,120001
pll,1450,3,5,96000
pll,1450,3,6,80000
pll,1450,3,7,68572
pll,1450,4,3,120001
pll,1450,4,4,90001
pll,1450,4,5,72000
pll,1450,4,6,60000
pll,1450,4,7,51429
pll,1450,5,2,144000
pll,1450,5,3,96000
pll,1450,5,4,72000
pll,1450,5,5,57600
pll,1450,5,6,48000
pll,1450,5,7,41143
pll,1450,6,2,120000
pll,1450,6,3,80000
pll,1450,6,4,60000
pll,1450,6,5,48000
pll,1450,6,6,40000
pll,1450,6,7,34286
pll,1450,7,2,102857
pll,1450,7,3,68571
pll,1450,7,4,51429
pll,1450,7,5,41143
pll,1450,7,6,34286
pll,1450,7,7,29388
pll,1460,2,5,145200
pll,1460,2,6,121000
pll,1460,2,7,103714
pll,1460,3,4,121000
pll,1460,3,5,96800
pll,1460,3,6,80666
pll,1460,3,7,69143
pll,1460,4,3,121000
pll,1460,4,4,90751
pll,1460,4,5,72600
pll,1460,4,6,60500
pll,1460,4,7,51857
pll,1460,5,2,145200
pll,1460,5,3,96800
pll,1460,5,4,72600
pll,1460,5,5,58081
pll,1460,5,6,48400
pll,1460,5,7,41486
pll,1460,6,2,121000
pll,1460,6,3,80667
pll,1460,6,4,60500
pll,1460,6,5,48400
pll,1460,6,6,40333
pll,1460,6,7,34572
pll,1460,7,2,103714
pll,1460,7,3,69143
pll,1460,7,4,51857
pll,1460,7,5,41486
pll,1460,7,6,34571
pll,1460,7,7,29633
pll,1470,2,5,146400
pll,1470,2,6,122000
pll,1470,2,7,104572
pll,1470,3,4,122001
pll,1470,3,5,97601
pll,1470,3,6,81333
pll,1470,3,7,69714
pll,1470,4,3,122000
pll,1470,4,4,91500
pll,1470,4,5,73200
pll,1470,4,6,61001
pll,1470,4,7,52285
pll,1470,5,2,146400
pll,1470,5,3,97601
pll,1470,5,4,73200
pll,1470,5,5,58560
pll,1470,5,6,48800
pll,1470,5,7,41828
pll,1470,6,2,122000
pll,1470,6,3,81333
pll,1470,6,4,61000
pll,1470,6,5,48800
pll,1470,6,6,40667
pll,1470,6,7,34857
pll,1470,7,2,104571
pll,1470,7,3,69714
pll,1470,7,4,52285
pll,1470,7,5,41829
pll,1470,7,6,34857
pll,1470,7,7,29879
pll,1480,2,5,147600
pll,1480,2,6,123000
pll,1480,2,7,105429
pll,1480,3,4,123001
pll,1480,3,5,98400
pll,1480,3,6,82000
pll,1480,3,7,70285
pll,1480,4,3,123000
pll,1480,4,4,92250
pll,1480,4,5,73800
pll,1480,4,6,61500
pll,1480,4,7,52714
pll,1480,5,2,147600
pll,1480,5,3,98400
pll,1480,5,4,73800
pll,1480,5,5,59040
pll,1480,5,6,49200
pll,1480,5,7,42172
pll,1480,6,2,123000
pll,1480,6,3,82000
pll,1480,6,4,61500
pll,1480,6,5,49200
pll,1480,6,6,41000
pll,1480,6,7,35143
pll,1480,7,2,105428
pll,1480,7,3,70286
pll,1480,7,4,52714
pll,1480,7,5,42171
pll,1480,7,6,35143
pll,1480,7,7,30123
pll,1490,2,5,148800
pll,1490,2,6,124000
pll,1490,2,7,106286
pll,1490,3,4,124000
pll,1490,3,5,99200
pll,1490,3,6,82666
pll,1490,3,7,70857
pll,1490,4,3,124000
pll,1490,4,4,93000
pll,1490,4,5,74400
pll,1490,4,6,62000
pll,1490,4,7,53143
pll,1490,5,2,148800
pll,1490,5,3,99200
pll,1490,5,4,74400
pll,1490,5,5,59520
pll,1490,5,6,49600
pll,1490,5,7,42514
pll,1490,6,2,124000
pll,1490,6,3,82667
pll,1490,6,4,62000
pll,1490,6,5,49600
pll,1490,6,6,41334
pll,1490,6,7,35429
pll,1490,7,2,106286
pll,1490,7,3,70858
pll,1490,7,4,53143
pll,1490,7,5,42514
pll,1490,7,6,35429
pll,1490,7,7,30368
pll,1500,2,5,150001
pll,1500,2,6,125000
pll,1500,2,7,107143
pll,1500,3,4,125000
pll,1500,3,5,100000
pll,1500,3,6,83333
pll,1500,3,7,71428
pll,1500,4,3,125000
pll,1500,4,4,93751
pll,1500,4,5,75000
pll,1500,4,6,62501
pll,1500,4,7,53571
pll,1500,5,2,150000
pll,1500,5,3,100000
pll,1500,5,4,75000
pll,1500,5,5,60001
pll,1500,5,6,50000
pll,1500,5,7,42857
pll,1500,6,2,125000
pll,1500,6,3,83335
pll,1500,6,4,62500
pll,1500,6,5,50000
pll,1500,6,6,41666
pll,1500,6,7,35714
pll,1500,7,2,107143
pll,1500,7,3,71429
pll,1500,7,4,53572
pll,1500,7,5,42857
pll,1500,7,6,35714
pll,1500,7,7,30612
pll,1510,2,6,125001
pll,1510,2,7,107143
pll,1510,3,4,125001
pll,1510,3,5,100000
pll,1510,3,6,83335
pll,1510,3,7,71429
pll,1510,4,3,125000
pll,1510,4,4,93750
pll,1510,4,5,75000
pll,1510,4,6,62500
pll,1510,4,7,53571
pll,1510,5,3,100000
pll,1510,5,4,75000
pll,1510,5,5,60000
pll,1510,5,6,50000
pll,1510,5,7,42857
pll,1510,6,2,125000
pll,1510,6,3,83333
pll,1510,6,4,62500
pll,1510,6,5,50000
pll,1510,6,6,41667
pll,1510,6,7,35714
pll,1510,7,2,107142
pll,1510,7,3,71428
pll,1510,7,4,53572
pll,1510,7,5,42857
pll,1510,7,6,35715
pll,1510,7,7,30613
pll,1520,2,6,126000
pll,1520,2,7,108000
pll,1520,3,4,126000
pll,1520,3,5,100800
pll,1520,3,6,84001
pll,1520,3,7,72000
pll,1520,4,3,126000
pll,1520,4,4,94500
pll,1520,4,5,75600
pll,1520,4,6,63000
pll,1520,4,7,54000
pll,1520,5,3,100800
pll,1520,5,4,75600
pll,1520,5,5,60480
pll,1520,5,6,50400
pll,1520,5,7,43200
pll,1520,6,2,126001
pll,1520,6,3,84000
pll,1520,6,4,63000
pll,1520,6,5,50400
pll,1520,6,6,42000
pll,1520,6,7,36000
pll,1520,7,2,108001
pll,1520,7,3,72000
pll,1520,7,4,54000
pll,1520,7,5,43200
pll,1520,7,6,36000
pll,1520,7,7,30857
pll,1530,2,6,127000
pll,1530,2,7,108857
pll,1530,3,4,127000
pll,1530,3,5,101601
pll,1530,3,6,84666
pll,1530,3,7,72572
pll,1530,4,3,127000
pll,1530,4,4,95250
pll,1530,4,5,76200
pll,1530,4,6,63501
pll,1530,4,7,54429
pll,1530,5,3,101600
pll,1530,5,4,76200
pll,1530,5,5,60960
pll,1530,5,6,50800
pll,1530,5,7,43543
pll,1530,6,2,127000
pll,1530,6,3,84667
pll,1530,6,4,63500
pll,1530,6,5,50800
pll,1530,6,6,42334
pll,1530,6,7,36285
pll,1530,7,2,108857
pll,1530,7,3,72572
pll,1530,7,4,54429
pll,1530,7,5,43543
pll,1530,7,6,36286
pll,1530,7,7,31102
pll,1540,2,6,128000
pll,1540,2,7,109714
pll,1540,3,4,128002
pll,1540,3,5,102400
pll,1540,3,6,85333
pll,1540,3,7,73143
pll,1540,4,3,128000
pll,1540,4,4,96000
pll,1540,4,5,76800
pll,1540,4,6,64000
pll,1540,4,7,54858
pll,1540,5,3,102400
pll,1540,5,4,76801
pll,1540,5,5,61440
pll,1540,5,6,51200
pll,1540,5,7,43885
pll,1540,6,2,128001
pll,1540,6,3,85334
pll,1540,6,4,64000
pll,1540,6,5,51200
pll,1540,6,6,42667
pll,1540,6,7,36572
pll,1540,7,2,109715
pll,1540,7,3,73143
pll,1540,7,4,54857
pll,1540,7,5,43886
pll,1540,7,6,36572
pll,1540,7,7,31347
pll,1550,2,6,129000
pll,1550,2,7,110571
pll,1550,3,4,129000
pll,1550,3,5,103200
pll,1550,3,6,86000
pll,1550,3,7,73714
pll,1550,4,3,129001
pll,1550,4,4,96750
pll,1550,4,5,77400
pll,1550,4,6,64500
pll,1550,4,7,55286
pll,1550,5,3,103201
pll,1550,5,4,77400
pll,1550,5,5,61920
pll,1550,5,6,51600
pll,1550,5,7,44229
pll,1550,6,2,129000
pll,1550,6,3,86001
pll,1550,6,4,64500
pll,1550,6,5,51600
pll,1550,6,6,43000
pll,1550,6,7,36857
pll,1550,7,2,110571
pll,1550,7,3,73715
pll,1550,7,4,55285
pll,1550,7,5,44229
pll,1550,7,6,36857
pll,1550,7,7,31591
pll,1560,2,6,130000
pll,1560,2,7,111429
pll,1560,3,4,130000
pll,1560,3,5,104000
pll,1560,3,6,86667
pll,1560,3,7,74286
pll,1560,4,3,130000
pll,1560,4,4,97500
pll,1560,4,5,78000
pll,1560,4,6,65000
pll,1560,4,7,55714
pll,1560,5,3,104001
pll,1560,5,4,78000
pll,1560,5,5,62400
pll,1560,5,6,52000
pll,1560,5,7,44571
pll,1560,6,2,130000
pll,1560,6,3,86667
pll,1560,6,4,65000
pll,1560,6,5,52000
pll,1560,6,6,43333
pll,1560,6,7,37143
pll,1560,7,2,111429
pll,1560,7,3,74287
pll,1560,7,4,55714
pll,1560,7,5,44571
pll,1560,7,6,37143
pll,1560,7,7,31837
